episode, reward, epsilon, hasWon
0, -30.00, 1.00, false
1, -29.00, 1.00, false
2, -29.00, 1.00, false
3, -30.00, 1.00, false
4, -31.00, 1.00, false
5, -29.00, 1.00, false
6, -29.00, 1.00, false
7, -29.00, 1.00, false
8, -29.00, 1.00, false
9, -29.00, 1.00, false
10, -28.00, 1.00, false
11, -29.00, 1.00, false
12, -30.00, 1.00, false
13, -27.00, 0.99, false
14, -31.00, 0.99, false
15, -29.00, 0.99, false
16, -29.00, 0.99, false
17, -31.00, 0.99, false
18, 25.00, 0.99, true
19, 24.00, 0.99, true
20, -31.00, 0.99, false
21, -28.00, 0.99, false
22, -30.00, 0.99, false
23, -30.00, 0.99, false
24, -27.00, 0.99, false
25, -29.00, 0.99, false
26, -29.00, 0.99, false
27, -35.00, 0.99, false
28, -29.00, 0.99, false
29, -30.00, 0.99, false
30, -27.00, 0.99, false
31, -32.00, 0.99, false
32, -29.00, 0.99, false
33, -30.00, 0.99, false
34, -28.00, 0.99, false
35, -31.00, 0.99, false
36, -29.00, 0.99, false
37, -28.00, 0.99, false
38, -32.00, 0.99, false
39, -34.00, 0.99, false
40, -31.00, 0.99, false
41, -30.00, 0.99, false
42, -28.00, 0.99, false
43, -33.00, 0.98, false
44, -30.00, 0.98, false
45, -30.00, 0.98, false
46, -29.00, 0.98, false
47, -33.00, 0.98, false
48, -29.00, 0.98, false
49, 23.00, 0.98, true
50, -29.00, 0.98, false
51, -32.00, 0.98, false
52, -30.00, 0.98, false
53, -30.00, 0.98, false
54, -36.00, 0.98, false
55, -32.00, 0.98, false
56, -30.00, 0.98, false
57, -29.00, 0.98, false
58, -34.00, 0.98, false
59, -28.00, 0.98, false
60, -32.00, 0.98, false
61, -27.00, 0.98, false
62, -29.00, 0.98, false
63, -27.00, 0.98, false
64, -30.00, 0.98, false
65, -28.00, 0.98, false
66, 23.00, 0.98, true
67, -30.00, 0.98, false
68, -30.00, 0.98, false
69, -33.00, 0.98, false
70, -31.00, 0.98, false
71, -31.00, 0.98, false
72, -28.00, 0.98, false
73, -27.00, 0.97, false
74, 24.00, 0.97, true
75, -29.00, 0.97, false
76, -31.00, 0.97, false
77, -29.00, 0.97, false
78, -30.00, 0.97, false
79, -29.00, 0.97, false
80, -28.00, 0.97, false
81, -31.00, 0.97, false
82, 23.00, 0.97, true
83, -30.00, 0.97, false
84, -29.00, 0.97, false
85, -31.00, 0.97, false
86, -29.00, 0.97, false
87, -28.00, 0.97, false
88, -30.00, 0.97, false
89, -32.00, 0.97, false
90, -30.00, 0.97, false
91, -29.00, 0.97, false
92, 24.00, 0.97, true
93, -32.00, 0.97, false
94, 24.00, 0.97, true
95, -29.00, 0.97, false
96, -27.00, 0.97, false
97, -33.00, 0.97, false
98, -28.00, 0.97, false
99, -29.00, 0.97, false
100, -29.00, 0.97, false
101, -28.00, 0.97, false
102, -33.00, 0.97, false
103, -32.00, 0.97, false
104, 21.00, 0.96, true
105, -32.00, 0.96, false
106, -28.00, 0.96, false
107, -28.00, 0.96, false
108, -29.00, 0.96, false
109, -32.00, 0.96, false
110, -28.00, 0.96, false
111, -32.00, 0.96, false
112, -34.00, 0.96, false
113, -30.00, 0.96, false
114, -31.00, 0.96, false
115, 23.00, 0.96, true
116, -29.00, 0.96, false
117, -31.00, 0.96, false
118, -29.00, 0.96, false
119, -29.00, 0.96, false
120, -29.00, 0.96, false
121, -29.00, 0.96, false
122, -33.00, 0.96, false
123, -30.00, 0.96, false
124, -30.00, 0.96, false
125, -29.00, 0.96, false
126, -30.00, 0.96, false
127, -39.00, 0.96, false
128, -29.00, 0.96, false
129, 23.00, 0.96, true
130, -28.00, 0.96, false
131, -28.00, 0.96, false
132, -29.00, 0.96, false
133, -30.00, 0.96, false
134, 24.00, 0.95, true
135, -32.00, 0.95, false
136, -30.00, 0.95, false
137, -28.00, 0.95, false
138, -28.00, 0.95, false
139, -30.00, 0.95, false
140, -33.00, 0.95, false
141, 24.00, 0.95, true
142, -30.00, 0.95, false
143, 23.00, 0.95, true
144, -30.00, 0.95, false
145, -33.00, 0.95, false
146, -32.00, 0.95, false
147, -32.00, 0.95, false
148, -27.00, 0.95, false
149, -28.00, 0.95, false
150, -29.00, 0.95, false
151, -30.00, 0.95, false
152, -30.00, 0.95, false
153, 25.00, 0.95, true
154, -28.00, 0.95, false
155, -30.00, 0.95, false
156, -29.00, 0.95, false
157, -28.00, 0.95, false
158, -30.00, 0.95, false
159, -31.00, 0.95, false
160, -30.00, 0.95, false
161, -29.00, 0.95, false
162, -27.00, 0.95, false
163, -27.00, 0.95, false
164, -29.00, 0.94, false
165, -34.00, 0.94, false
166, -28.00, 0.94, false
167, -28.00, 0.94, false
168, -30.00, 0.94, false
169, -31.00, 0.94, false
170, -30.00, 0.94, false
171, -29.00, 0.94, false
172, 25.00, 0.94, true
173, -28.00, 0.94, false
174, -32.00, 0.94, false
